,doc_id,pred_class,true_class,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,mis_classified
22,22,0,0,0.9726203,0.002827444,0.007995625,0.00011138848,0.0006555258,0.0034351074,0.01193697,1.1640483e-06,7.2779636e-07,2.9763098e-05,0.00038601938,False
23,23,0,0,0.830701,0.046386883,0.027342143,1.3401808e-05,0.00015824907,0.0025065886,0.09178909,1.1656113e-05,5.1397287e-06,2.9645973e-05,0.001056224,False
24,24,0,0,0.93691725,0.011756686,0.0066178706,0.00025076765,0.0022202719,0.006759311,0.029693974,0.0008408805,0.00038136734,0.0003745671,0.0041871467,False
25,25,0,0,0.96480143,0.0059821014,0.018976962,8.501441e-05,0.0018476142,0.000942934,0.0025809351,0.0034676138,0.0002972999,0.000799575,0.00021848077,False
26,26,0,0,0.9428219,0.0014667036,0.004107649,0.0009400749,0.0024052996,0.00052953,0.002331399,0.016005144,5.152755e-05,0.00053805864,0.02880265,False
27,27,6,0,0.029606264,0.005371594,0.004772135,0.000635455,0.0015418741,0.0018637038,0.95386606,6.50147e-05,3.8084927e-05,2.2557258e-05,0.0022172336,True
28,28,0,0,0.8990538,0.0027245155,0.00011938103,4.7960293e-06,7.254816e-05,0.0016022818,0.09641392,1.4907935e-06,3.671766e-08,1.1258659e-06,6.0564507e-06,False
29,29,0,0,0.96086323,0.00082994107,0.018040393,0.0010468381,0.009547528,0.00035276316,0.0034557984,0.00085693004,0.0010630254,0.0030526663,0.0008907365,False
30,30,0,0,0.9999033,6.2078384e-06,1.4438104e-05,2.6685807e-08,1.5331474e-06,1.2791407e-06,6.921221e-05,2.3323182e-07,4.9812684e-08,2.4732667e-06,1.3018146e-06,False
31,31,2,0,0.40189382,0.0057845153,0.586486,0.00035034888,0.0023452179,0.0005884844,0.0015017983,0.00021500936,0.00019227674,0.00016527684,0.00047721268,True
32,32,2,0,0.25445157,0.00052078057,0.7362042,0.0026041316,0.0037799266,9.348015e-05,0.0005580227,9.478044e-05,1.4594179e-05,0.0008683034,0.00081021973,True
33,33,6,0,0.3548257,0.027072692,0.0368792,0.007821079,0.14904433,0.001392842,0.41775104,0.00022996978,5.1381016e-05,0.0024090032,0.0025228315,True
34,34,0,0,0.37461698,0.2415452,0.044854846,0.008446052,0.042055942,0.0015719308,0.048387073,0.008338816,0.20218986,0.0008634805,0.027129764,False
35,35,0,0,0.92974937,0.002509599,0.049414784,0.00029812727,0.0006648935,0.006687479,0.0038691116,0.0025843442,0.001648413,0.0020877486,0.00048613458,False
36,36,0,0,0.83521473,0.00062987616,0.15068206,5.630805e-05,0.0016777118,4.4208038e-05,0.011538401,4.3711163e-05,7.0584434e-07,5.2164713e-05,6.0138922e-05,False
37,37,0,0,0.99560094,0.00016577222,0.0028308134,0.00019636417,0.00022125496,5.798135e-05,0.00059053925,3.570969e-05,7.724763e-05,0.000110856075,0.000112513146,False
38,38,0,0,0.75668126,0.010047765,0.025916276,0.0009878686,0.043610718,0.002564494,0.14609858,0.005917696,0.0005695207,0.0014081545,0.006197624,False
39,39,2,0,0.07200321,0.0065626036,0.9063202,0.0004065633,0.009718278,0.00026094564,0.00068896316,0.00018085107,0.00015324162,0.003619879,8.529961e-05,True
40,40,0,0,0.8251795,0.0015548447,0.0041865385,0.00039698347,0.0025437358,0.006722611,0.0014056929,0.09094685,0.0010157146,0.003583618,0.062463995,False
41,41,0,0,0.9797432,0.0027287947,0.006207321,1.5828318e-05,0.0010316544,0.0048959153,0.0018553165,0.001473181,0.0010091718,0.00087841856,0.00016120577,False
42,42,0,0,0.92429894,0.0002762485,0.075004354,4.1063395e-06,2.7359454e-05,0.00013610382,8.171405e-05,3.3800592e-05,6.186135e-06,9.716582e-05,3.401291e-05,False
43,43,0,0,0.9527144,0.0025106866,0.0036846907,0.0005117965,0.021343095,0.0014430523,0.005320702,0.001195876,0.008633227,0.0018665624,0.000776051,False
44,44,0,0,0.9289717,0.013769014,0.0050475164,0.000121840094,0.0018590377,0.0021762862,0.010192833,0.016155558,0.017159492,0.003049848,0.0014968954,False
45,45,2,0,0.37879825,0.07767865,0.48718232,0.0003986377,0.028842896,0.0006327197,0.025887784,4.4631593e-05,5.0395935e-05,4.7422942e-05,0.0004362655,True
46,46,0,0,0.9809163,0.0005060614,0.013953814,1.3373495e-05,0.00020895919,0.0021859948,0.0013039459,0.00029165347,3.4212255e-05,0.00026669304,0.00031892047,False
47,47,0,0,0.74005216,0.0075261714,0.040862758,0.0001522348,0.0048830863,0.0015749595,0.20332529,5.0451334e-05,5.5210216e-06,2.8903625e-05,0.001538516,False
48,48,0,0,0.6693922,0.006193228,0.2910478,0.00094064086,0.0051564085,0.0017706621,0.020217538,0.0030000533,0.00020373131,0.0011164556,0.00096119795,False
49,49,0,0,0.9846064,0.0017414805,0.001892522,4.079715e-05,0.0043489235,4.555516e-05,0.005973124,0.00051008776,9.1228954e-05,4.3546912e-05,0.0007063945,False
50,50,0,0,0.7862622,0.013020688,0.09997878,0.004909415,0.021984978,0.0030692066,0.05982852,0.002229157,0.00037612845,0.00018977156,0.00815111,False
51,51,9,0,0.43164688,0.00020563281,0.020944884,0.016792525,0.01683706,0.0013081634,0.00052171125,0.00096619915,0.0014372038,0.50862664,0.0007131702,True
52,52,0,0,0.9260551,0.009269306,0.020236114,0.000831828,0.0015410688,0.018779594,0.009553168,0.0021911308,0.0016578694,0.0013403972,0.008544458,False
53,53,0,0,0.91885835,0.052612323,0.009092734,0.0021736093,0.009608682,0.0005833304,0.005418251,5.4788263e-05,2.4128052e-05,0.00017798302,0.001395799,False
54,54,0,0,0.3327912,0.25214309,0.15544151,0.008073307,0.13238163,0.013728979,0.061443698,0.0028453683,0.005545925,0.0021801637,0.033425137,False
55,55,0,0,0.9978672,6.616219e-05,0.0007400813,9.20649e-06,8.153539e-05,6.73897e-05,0.00040763422,0.00038570652,7.314434e-05,0.0002612063,4.071507e-05,False
56,56,0,0,0.81603396,0.12617803,0.0042382423,4.245665e-05,0.00020062114,5.223249e-05,0.044323023,0.0013912441,0.0048688496,7.116081e-05,0.0026002137,False
57,57,2,0,0.24892747,0.033147722,0.6831651,8.630597e-05,0.014700714,0.0012536618,0.010080923,0.0004504776,8.008342e-05,0.00087934587,0.007228175,True
58,58,6,0,0.112089366,0.10881432,0.010044088,0.0003874232,0.0008121649,0.0012272425,0.7378943,0.00015346333,0.0011312305,2.0083664e-05,0.027426297,True
59,59,6,0,0.20377064,0.00042042587,0.0018141357,0.00023806789,0.0022106525,0.00028761913,0.76989347,0.00012982111,6.90568e-08,8.143059e-06,0.021226918,True
60,60,0,0,0.49592108,0.039993294,0.28062996,0.0035276508,0.019556277,0.046072155,0.07162756,0.022070918,0.004364166,0.0035309393,0.012706046,False
61,61,0,0,0.8162532,0.0028549149,0.002880535,0.0017761666,0.0036174685,0.000820489,0.0007334531,0.0065781754,0.15909737,0.005049307,0.000338839,False
62,62,10,0,0.021628847,4.2425603e-05,0.00042085428,3.2174954e-05,0.012383453,0.00036154786,0.00024627658,2.1108357e-05,7.208621e-06,0.00014713829,0.96470904,True
63,63,0,0,0.93184435,0.0006916892,0.0008727688,3.9869592e-05,0.0007069269,0.0001155355,0.06560725,2.2826503e-05,3.967461e-06,2.105013e-05,7.3771065e-05,False
64,64,0,0,0.786337,0.025567694,0.088562906,0.05522814,0.013867223,0.00613242,0.018481027,0.0020241195,0.001572536,0.0010100363,0.0012169023,False
65,65,0,0,0.9906922,0.0005467449,0.00050658215,1.3955083e-06,5.871285e-05,0.00043447374,0.007646595,4.824989e-05,1.3633304e-05,7.09384e-06,4.419786e-05,False
66,66,0,0,0.7904364,0.023410179,0.16271064,3.6328405e-05,0.0030589688,0.0025917098,0.015087778,0.00028923352,1.3897715e-05,0.0001871074,0.0021777833,False
67,67,0,0,0.7691718,0.0067980997,0.0391486,0.00018551796,0.0024579212,0.021160591,0.15790525,0.00037994853,9.454263e-05,5.7341575e-05,0.0026404648,False
68,68,9,0,0.35111445,5.7751953e-05,0.0006091137,0.070777245,0.026197357,3.1788466e-05,0.12341185,3.086541e-05,1.0157598e-07,0.42774394,2.5577247e-05,True
69,69,0,0,0.94784784,0.005037329,0.033010405,2.6638863e-05,0.0010204917,0.0008990317,0.009735194,0.0014884309,0.0003119638,3.595683e-05,0.00058680115,False
70,70,0,0,0.8661385,0.0081209,0.04617467,0.0069423965,0.019038778,0.0052980375,0.033684086,0.004827103,0.0075015,0.0011844451,0.0010896384,False
71,71,0,0,0.9714745,0.0052735656,0.010605475,9.292152e-05,0.00032637143,9.754078e-05,0.011690999,0.00012458535,2.2833003e-05,0.00011566862,0.00017542126,False
72,72,0,0,0.5658069,0.0009874781,0.39035615,0.0067704082,0.0065072016,0.0010218502,0.00090557075,0.00066831656,0.002772011,0.023923228,0.00028091637,False
73,73,2,0,0.34467742,0.007584111,0.6240391,0.00035305903,0.0037234088,0.0033152786,0.010010043,0.0034818521,0.00022312868,0.0008457084,0.0017468751,True
74,74,0,0,0.9317782,0.00094677607,0.038484514,0.00034031933,0.005433096,0.0027461029,0.0009870182,0.0012856937,0.00020442512,0.016251056,0.0015428677,False
75,75,0,0,0.9780406,0.000487862,0.016394911,1.8373803e-05,0.00022343907,0.002552746,0.001543308,0.00030476722,0.00011544373,0.00010999015,0.00020859332,False
76,76,0,0,0.9923645,0.00012609588,0.0067071985,5.409661e-06,3.336416e-05,0.00014951252,0.00034336772,1.2629041e-05,3.418611e-06,0.0002326553,2.177658e-05,False
77,77,0,0,0.85770535,0.010935507,0.0014126686,4.8137317e-05,0.011404719,0.0006611378,0.0423871,0.0048759966,1.4948485e-05,0.00012663411,0.07042784,False
78,78,6,0,0.37438938,0.00016744222,0.00033243094,0.0027802733,0.0007479422,8.9849316e-05,0.6204291,0.000916107,1.7113864e-05,2.4130504e-05,0.000106278676,True
79,79,0,0,0.48044404,0.014449435,0.37522864,0.06645854,0.047842674,0.0013601893,0.004837546,0.0006459771,0.0017495017,0.0023852303,0.004598162,False
80,80,1,1,0.00394957,0.9774507,0.0048160166,0.0053307707,0.00095128553,0.00013982037,0.000876951,1.4581446e-05,0.004503841,1.5937463e-05,0.0019505334,False
81,81,1,1,0.00014848007,0.9896774,0.003014275,0.00022983317,0.00081821746,5.4773277e-06,0.0016579526,3.282096e-07,0.00023464218,5.69392e-07,0.0042128307,False
82,82,1,1,0.0011451325,0.98449314,0.0006195223,0.0001750193,0.012946226,0.00012541033,0.00019063684,1.5562524e-05,2.29518e-05,3.965704e-05,0.0002268474,False
83,83,1,1,0.010270392,0.6606301,0.019438365,0.20118661,0.03882518,0.00027837764,0.048233878,0.00026842285,0.0023975112,9.845339e-05,0.018372593,False
84,84,0,1,0.99698716,0.000771641,4.45569e-05,2.1849515e-07,4.4452554e-06,6.1803903e-06,0.0020445415,4.2296106e-06,1.3162638e-06,1.9955878e-06,0.00013356347,True
85,85,4,1,0.005590262,0.05210048,0.14098503,0.015699243,0.68658197,0.00046791957,0.052400768,0.00057935296,0.000576691,0.0005322895,0.044485994,True
86,86,4,1,0.0102182925,0.0027733701,0.0006189054,0.0013040311,0.8065924,3.0440037e-06,0.05044408,1.1011097e-06,1.8393055e-07,3.7617818e-07,0.12804411,True
87,87,1,1,0.002769755,0.4871014,0.04536218,0.0020161227,0.42307007,0.0011681238,0.022908203,0.00044645104,0.00064706506,0.00018376666,0.014326812,False
88,88,1,1,0.0035366444,0.990104,0.0028128019,0.0007850438,0.0018593482,2.5859186e-05,0.0007586657,2.0118355e-06,4.3162727e-06,1.0542722e-05,0.000100691745,False
89,89,1,1,0.028277421,0.6477188,0.0063175084,0.0004743077,0.004884302,0.0016043849,0.29152155,1.903674e-05,3.4608638e-05,3.6991525e-05,0.019111048,False
90,90,4,1,5.923999e-05,0.0031139618,3.691756e-06,0.02091349,0.49485496,1.3577379e-06,0.02584404,2.691462e-07,1.7701264e-08,8.663489e-07,0.4552081,True
91,91,1,1,0.0025611788,0.933253,0.0025612938,0.01374193,0.0038794256,0.0007681969,0.0050901836,0.00014269138,0.029161485,0.00025738098,0.008583224,False
92,92,8,1,0.0001403307,0.03991116,0.00020228734,0.0005290273,0.009821795,0.00011466322,0.011728984,0.000446817,0.9321788,0.000172396,0.004753782,True
93,93,1,1,0.36124477,0.5534678,0.019716753,0.00545337,0.0046045934,0.002239519,0.045221023,0.00052359136,0.0018480596,6.466073e-05,0.005615886,False
94,94,1,1,7.0812384e-05,0.9854137,3.5199995e-05,0.0012113912,0.005810285,2.2162735e-06,0.0033424466,3.63448e-07,9.518589e-06,5.650659e-07,0.004103534,False
95,95,4,1,0.07827493,0.068407066,0.105758734,0.20412837,0.52914375,0.0012797678,0.0028541978,0.0005714997,0.002624306,0.0026875082,0.0042699245,True
96,96,4,1,0.0015385296,0.021097213,0.0334389,0.008824941,0.90589017,0.00018774273,0.010947001,0.00010595938,0.00062522234,0.00025633798,0.01708797,True
97,97,2,1,0.012149176,0.049264103,0.70415163,0.06566116,0.15150382,0.0011728307,0.004742949,0.0006791537,0.0023128726,0.0064210226,0.0019412632,True
98,98,1,1,0.0032142678,0.89104134,0.011754859,0.08070648,0.0073072584,0.0038264906,0.00048640108,8.617657e-05,0.00044110918,0.00041574956,0.0007198651,False
99,99,1,1,0.0010875885,0.5853321,0.006898154,0.001414468,0.15376295,9.9108285e-05,0.0281744,0.00014149543,0.17205705,2.8334569e-05,0.051004343,False
100,100,1,1,0.016973296,0.35017192,0.084942184,0.29157054,0.21365744,0.0005053352,0.010857975,0.014380774,0.007757879,0.002912872,0.0062697255,False
101,101,1,1,0.0063409638,0.57433975,0.3080977,0.0036935667,0.07026713,0.0005326904,0.027246779,0.0004195974,0.000120014374,0.00021215092,0.008729592,False
102,102,1,1,0.029693607,0.8308193,0.10936471,0.00046096643,0.011529163,0.0001152482,0.014859822,4.445689e-05,0.00013021799,0.00032294428,0.0026595127,False
103,103,1,1,0.00024730686,0.91059244,0.00048758305,0.003779235,0.06398102,1.29348155e-05,0.016786667,1.608664e-06,2.635635e-06,5.610563e-07,0.0041081174,False
104,104,3,1,0.051207203,0.084004864,0.1715519,0.37226704,0.20091231,0.015982766,0.031193731,0.013621049,0.01601673,0.017372299,0.025870064,True
105,105,4,1,0.0022245587,0.013424273,0.012082352,0.0013286495,0.90806204,0.0013646693,0.026110206,0.00047188523,0.00030737917,0.0015403352,0.03308367,True
106,106,10,1,0.00043952497,0.028872652,4.388527e-05,0.035757117,0.3168462,1.0522625e-05,0.13836014,2.3122834e-06,1.2575042e-07,1.275249e-05,0.4796547,True
107,107,4,1,0.11595141,0.021198085,0.051889762,0.006031462,0.45070335,0.010058544,0.20711331,0.00028603262,0.0002328276,0.00031420248,0.13622105,True
108,108,1,1,0.034883216,0.45150903,0.09190663,0.19412889,0.22096269,0.00028850712,0.0040568556,0.0002007904,3.0712577e-05,0.0005274842,0.001505256,False
109,109,6,1,5.8562007e-05,0.0006857675,1.8861898e-05,0.0005844172,0.014240913,1.2366509e-06,0.9841621,3.7137029e-06,6.4347255e-06,1.9664232e-07,0.00023789832,True
110,110,1,1,0.0029154134,0.97678024,0.0020750987,0.0003845053,0.0043663364,0.00019157703,0.005990012,0.00013393954,0.0039844266,3.8368464e-05,0.0031400628,False
111,111,1,1,0.0019409988,0.52235305,0.0011235471,0.049097393,0.3550903,0.00042737156,0.025789995,7.43328e-05,0.0008320254,0.00012887982,0.04314209,False
112,112,4,1,0.077212505,0.12078137,0.06437176,0.15740705,0.203083,0.047515776,0.05250291,0.056644943,0.13163815,0.046044014,0.042798568,True
113,113,1,1,0.00042196808,0.96469647,0.031618826,3.0604075e-05,0.0027171848,4.132478e-05,0.00042177393,3.085655e-05,4.8433134e-07,1.9618246e-06,1.8540317e-05,False
114,114,1,1,0.029020421,0.4453343,0.055641737,0.112193905,0.078958705,0.02932918,0.024074232,0.040723234,0.10496584,0.031986583,0.047771815,False
115,115,4,1,2.007011e-05,0.003318464,0.0008486947,3.909886e-05,0.99124724,1.8834169e-06,0.0018369412,2.6865218e-06,3.5223675e-05,8.4196114e-07,0.0026488483,True
116,116,8,1,0.051949292,0.27686512,0.0027311672,0.002667237,0.002003452,0.006281652,0.06021934,0.0020171464,0.56728894,0.0012048103,0.026771812,True
117,117,1,1,6.447769e-05,0.9436823,0.0008716562,0.0010935431,0.03241505,2.3883356e-05,0.0053882017,1.3954615e-05,0.0026611865,7.1574736e-06,0.013778635,False
118,118,1,1,0.0017335375,0.9597048,0.0016824141,0.0073839487,0.022653477,1.8463039e-05,0.0038410986,1.705786e-05,0.0017902,4.750031e-05,0.001127487,False
119,119,2,1,0.03456293,0.2773686,0.3707627,0.10445901,0.06512349,0.019688392,0.020616518,0.0041516954,0.07283248,0.0048363674,0.02559773,True
120,120,1,1,0.012098842,0.32207653,0.27835426,0.025193395,0.31639725,0.0035137024,0.020885017,0.0019335854,0.0032416035,0.001066345,0.015239454,False
121,121,8,1,0.017413795,0.22883274,0.012378984,0.10350715,0.046704322,0.018495524,0.07601731,0.011145427,0.39860776,0.01198417,0.07491278,True
122,122,6,1,0.018900463,0.17719698,0.007005382,0.0075241583,0.010140496,0.0007492298,0.7649027,0.0004947343,0.0016932641,5.601134e-05,0.01133656,True
123,123,4,1,0.0032977145,0.035073914,0.017613743,0.01860982,0.8454904,0.0007145696,0.0013666,0.0003515486,0.073434636,0.00050801237,0.0035390095,True
124,124,2,1,0.13801748,0.123186745,0.52135354,0.008242841,0.11224772,0.021453353,0.06390529,0.0022208656,0.0021367227,0.0028341417,0.0044013183,True
125,125,4,1,0.0023066786,0.1346259,0.017672375,0.017123757,0.8014558,0.0019991198,0.0041847476,0.00047647374,0.0062668845,0.0007275997,0.013160693,True
126,126,1,1,0.008948707,0.39494038,0.00855685,0.002778424,0.011475086,0.002319924,0.29203287,0.0075308722,0.07798866,0.0003579954,0.19307025,False
127,127,1,1,0.00014500956,0.7244939,0.0034320524,5.1254312e-05,0.2687649,8.641431e-06,0.00080564636,3.24922e-06,0.0005628922,3.6469933e-06,0.001728771,False
128,128,4,1,0.002592346,0.05024626,0.0060323877,0.009782903,0.8422182,0.0004629056,0.0015050697,0.02570962,0.05008268,0.0011807531,0.010186852,True
129,129,1,1,0.006793354,0.36696336,0.36406717,0.008433507,0.09335962,0.0002314816,0.04390776,0.00029428842,0.007865542,0.00049729197,0.107586674,False
130,130,3,1,0.014188544,0.050894774,0.06074301,0.59751034,0.23597214,0.0018704402,0.008174407,0.0032615378,0.016074046,0.0036617806,0.0076490026,True
131,131,10,1,0.001031935,0.0014569134,0.0030273949,0.028372865,0.075366914,5.772842e-05,0.0009909907,1.4203357e-05,3.2994862e-07,7.837943e-05,0.88960236,True
132,132,1,1,0.004056177,0.85363084,0.023160825,0.057680186,0.026426714,0.0006608774,0.0045034518,0.000464198,0.008061807,0.0009320442,0.020422969,False
133,133,2,1,0.04558803,0.20332918,0.702448,0.0020391045,0.0068447907,0.004294629,0.027131826,0.00072163384,0.0010840737,0.00019172045,0.006327065,True
134,134,3,1,0.040500253,0.0814239,0.08177039,0.57288235,0.14571108,0.007550714,0.011931758,0.009628282,0.01996546,0.014922909,0.013712929,True
135,135,1,1,0.37325215,0.59043247,0.012179649,7.5259915e-05,0.007214239,0.00038215474,0.013657512,0.0007872679,0.00063188147,0.00077245507,0.00061510503,False
136,136,8,1,0.0037059244,0.16831309,0.0072497954,0.027948517,0.025173675,0.0021476746,0.041190434,0.0023342844,0.6436205,0.0020062984,0.07630984,True
137,137,1,1,0.0032611354,0.9054526,0.00035350944,0.020990334,0.066177264,6.4619235e-05,0.0013761944,7.14033e-06,1.8297298e-05,6.387006e-05,0.0022350668,False
138,138,6,1,0.07627881,0.030837715,0.010418345,5.8504073e-05,0.0029150837,0.0002030518,0.87742144,1.10043575e-05,6.4112083e-07,1.0807349e-06,0.0018542984,True
139,139,1,1,0.043667708,0.7965495,0.015290443,0.011493098,0.057387374,0.0010282631,0.045658346,0.00017203514,9.1798815e-05,0.0005252541,0.028136138,False
140,140,1,1,0.00075889815,0.99692565,0.0006503034,4.066471e-05,2.398607e-05,8.023887e-05,0.0011697918,1.43312345e-05,9.0513764e-05,9.966336e-07,0.00024460867,False
141,141,1,1,0.003024941,0.9143412,0.013988178,0.0031012294,0.025952313,8.744212e-05,0.025683163,3.5507615e-05,0.0033973155,7.142292e-05,0.010317365,False
142,142,1,1,0.009772346,0.67980474,0.19227135,0.086087756,0.015220319,0.000392485,0.007129193,0.0003832662,0.00024958796,0.00016365905,0.008525291,False
143,143,3,1,0.004974165,0.20896153,0.08067365,0.36493254,0.06808552,0.00028799818,0.24467586,0.0002796742,0.0025947178,0.00022557827,0.024308717,True
144,144,6,1,0.0068517043,0.07970012,0.0006645604,0.0047432273,0.14515314,6.859282e-05,0.75864106,5.030922e-05,9.415435e-05,1.1611148e-05,0.004021557,True
145,145,1,1,0.009993212,0.8460998,0.01905879,0.08173955,0.019010467,0.0014121766,0.004234753,0.0003621632,0.006196926,0.002706996,0.009185232,False
146,146,6,1,0.1496296,0.1341742,0.0321107,0.029171173,0.04829931,0.00035380753,0.60166013,0.00047626605,1.6835477e-06,1.3077871e-05,0.00411004,True
147,147,1,1,0.0054017743,0.8687968,0.023574496,0.0071075372,0.0850877,0.00071014935,0.0042690285,0.00042458795,0.00017775114,0.00087733817,0.0035728347,False
148,148,1,1,9.777302e-05,0.9781221,0.00021505094,0.0074369176,0.0012568549,0.0002719904,0.00087588443,1.8970946e-05,0.008398489,7.183739e-05,0.0032341394,False
149,149,4,1,0.003313548,0.16388038,0.011038584,0.021243993,0.7676592,0.0034084849,0.0017749504,0.0011556697,0.019772941,0.0013621105,0.0053901756,True
150,150,6,1,0.22969015,0.03701093,0.031429697,0.06218392,0.2279231,0.013649789,0.36595765,0.002218823,0.012449639,0.003145571,0.014340692,True
151,151,1,1,0.008816643,0.5248631,0.005307406,0.049884573,0.07310198,0.00017493467,0.33516166,1.3170081e-05,7.422595e-05,4.7162797e-05,0.0025551184,False
152,152,1,1,0.0042759306,0.9586929,0.01929682,0.0031438358,0.0059623774,0.0007172509,0.0020587866,0.00042172446,0.003594476,0.00050447753,0.0013312588,False
153,153,1,1,0.020692395,0.4547974,0.020423647,0.16051418,0.23728845,0.0017234115,0.0011003305,0.0032964724,0.09377117,0.0026611257,0.0037314799,False
154,154,1,1,0.054352287,0.9180983,0.018042592,0.002857246,0.0021912365,0.0018632431,0.0014082822,0.00037256736,4.5121233e-05,0.00013530233,0.0006337273,False
155,155,1,1,0.0023465927,0.8686134,0.002237973,0.0015408635,0.06822202,0.00025341994,0.007934235,0.00012506504,0.01576144,7.911235e-05,0.032885887,False
156,156,1,1,0.0013056208,0.7729991,0.013331526,0.0011403916,0.1615652,0.00014830296,0.020198403,0.00045488362,0.0031075855,0.00013699349,0.02561193,False
157,157,6,1,0.078392334,0.27181068,0.13551965,0.00047172004,0.0011687995,0.0041648624,0.4912685,0.00029856712,0.00043368986,0.0012888357,0.015182382,True
158,158,4,1,0.027255239,0.20437951,0.18842211,0.013704957,0.3407758,0.0022394822,0.21915488,0.0015798383,2.4048615e-05,0.0005112173,0.0019528166,True
159,159,1,1,0.0006315372,0.9737101,0.0006709317,0.0011286539,0.0023678488,0.0014172377,0.0017877248,9.188978e-05,0.0152621055,0.000592856,0.0023390076,False
160,160,2,2,0.0004027684,0.0016473456,0.99431735,4.6741447e-05,0.0035518315,1.9100057e-06,1.6707218e-05,1.4715671e-06,2.4956803e-06,4.211587e-06,7.1953673e-06,False
161,161,2,2,1.2036289e-05,2.9264309e-06,0.99998367,1.8820488e-08,5.3727524e-07,6.6682917e-09,3.990437e-07,4.0952908e-09,2.9349762e-11,2.67133e-07,5.2516747e-08,False
